address;categoryName;city;image;isAdvertisement;lat;lon;phone;postalCode;reviewsCount;title;star;url;website
"60 Bd Edgar Quinet, 75014 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u36HWYfPxQzMvdVhXGwdPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.50529&pitch=0&thumbfov=100;FALSE;48.841.554;23.243.074;+33 9 67 76 85 59;75014;14;New Monocle;2.9;"https://www.google.com/maps/place/New+Monocle/@48.8415594,2.3221222,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cc77fea375:0x15f333bc84a1f242!8m2!3d48.841554!4d2.3243074?hl=fr";
"80 Rue de l'Amiral Mouchez, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMmqJ3_TqaRQhnBomGAAWHw0qc2F23BreEBKv1y=w1920-h1080-k-no;FALSE;488.209.858;2.342.741;+33 9 52 40 04 88;75014;1;Sin Sothyrsak;5;"https://www.google.com/maps/place/Sin+Sothyrsak/@48.8210165,2.3406012,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67198b40dae17:0x8b848ffa7cc5d936!8m2!3d48.8209858!4d2.342741?hl=fr";
"35 Rue Didot, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNQMafwYadbiuqU62RZv_83vnjnyVqvmDIBwtmu=w1920-h1080-k-no;FALSE;488.324.648;23.206.617;+33 9 50 00 69 82;75014;352;L'Imprévu;4;"https://www.google.com/maps/place/L'Impr%C3%A9vu/@48.8324531,2.3185243,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b4b748eaf3:0x243035684e3308a7!8m2!3d48.8324648!4d2.3206617?hl=fr";facebook.com
"10 Rue de la Gaité, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPV9tRpIbnaFLzN08cxm3HSmAHa9SJ1YBTcqoMC=w1920-h1080-k-no;FALSE;488.404.736;23.240.903;+33 1 43 20 77 29;75014;762;Café Gaité;3.7;"https://www.google.com/maps/place/Caf%C3%A9+Gait%C3%A9/@48.8404731,2.3219069,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb99b75727:0x8c0e5988a74d7be5!8m2!3d48.8404736!4d2.3240903?hl=fr";
"55 Rue du Père Corentin, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPUN_mLQ0xDLrHf9qKlqgv4KuhgeDF6TOso4zJ8=w1920-h1080-k-no;FALSE;488.245.355;23.285.122;+33 1 45 45 02 13;75014;41;Le Saint Laurent;4;"https://www.google.com/maps/place/Le+Saint+Laurent/@48.8245304,2.3263414,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671afae2a0497:0x30b15ef8ef52f381!8m2!3d48.8245355!4d2.3285122?hl=fr";
"152 Bd du Montparnasse, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNLE6fKb0wW4BR9foLNAPUtP9De2vPugGMS0Um8=w1920-h1080-k-no;FALSE;488.402.502;23.342.763;+33 9 80 71 49 10;75014;551;My Baar;4.2;"https://www.google.com/maps/place/My+Baar/@48.8402539,2.3320904,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c666ddecc3:0xe493dfb5e546fbe3!8m2!3d48.8402502!4d2.3342763?hl=fr";
"24 Rue de la Gaité, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNBX7JKaf7R2saTYUFUf3KUxysnF9yFjKKsi6nQ=w1920-h1080-k-no;FALSE;488.394.024;23.232.135;+33 1 43 20 96 52;75014;43;L'Entracte Gaîté;3.5;"https://www.google.com/maps/place/L'Entracte+Ga%C3%AEt%C3%A9/@48.839404,2.321035,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb073b47d9:0x54b05bb24a7440f4!8m2!3d48.8394024!4d2.3232135?hl=fr";
"11 Rue Delambre, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMaMQaKWZzf3pJ6TKby-j458irxns28CUtTAnA2=w1920-h1080-k-no;FALSE;488.416.278;23.281.373;+33 1 43 35 38 54;75014;207;Rosebud;4.1;"https://www.google.com/maps/place/Rosebud/@48.8416278,2.3259486,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cecc331a4d:0xb447996311016f7!8m2!3d48.8416278!4d2.3281373?hl=fr";parisbouge.com
"65 Rue Didot, 75014 Paris, France";Bar;Paris;https://lh3.googleusercontent.com/proxy/e0ZhQREQsVVR-PF7tFGw4q2hyAhjsXksjUuS0NrGtKk5nzB3Ouu0r4FTaq_rd2HxnANVtFGdToL8YEQmfkV0s39JgBltFmAKulj4AZr3sx2nTqGiHCpLP_faB1QdI50QWC0ihS-jy0ISCSUoKg7T1kRP8RSwNFCUQwLgLODvXO99=w1920-h1080-k-no;FALSE;488.301.108;2.318.765;+33 9 52 01 33 11;75014;11;Café bar Paris Didot;4.6;"https://www.google.com/maps/place/Caf%C3%A9+bar+Paris+Didot/@48.830114,2.3165714,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671565b705e4d:0xde9874a7bc7976ac!8m2!3d48.8301108!4d2.318765?hl=fr";
"75014 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T3usJaLragfx02cxybmDDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.50625&pitch=0&thumbfov=100;FALSE;488.354.128;23.262.533;;75014;0;Paris;;"https://www.google.com/maps/place/Paris/@48.8354135,2.3240652,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671417b4dcabf:0x76764689e35fbd06!8m2!3d48.8354128!4d2.3262533?hl=fr";
"29 Rue Delambre, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP9Q7dvXO614-67L6ZBZNf7DnBgEyvmCcL_jtaN=w1920-h1080-k-no;FALSE;488.414.462;23.266.489;+33 1 43 20 61 73;75014;339;Le Smoke;4.2;"https://www.google.com/maps/place/Le+Smoke/@48.8413889,2.324478,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c95412fbbd:0xc526cc383a371ca3!8m2!3d48.8414462!4d2.3266489?hl=fr";le-smoke.fr
"33 Rue de la Gaité, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPZWo-4NZyEfrcW2pQxGOmAi0pITs4xWYvDXP5N=w1920-h1080-k-no;FALSE;488.392.596;23.233.424;+33 1 43 25 69 30;75014;22;De Gaîté de cœur " DGDC";4.7;"https://www.google.com/maps/place/De+Ga%C3%AEt%C3%A9+de+c%C5%93ur+%22+DGDC%22/@48.8392598,2.3211533,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671bc3b00bfff:0xc2f43486d3938d15!8m2!3d48.8392596!4d2.3233424?hl=fr";
"9 Rue Vandamme, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMQTJXuyxiqWaLAmKSRFv_4ncXOLprk_CI1-XU5=w1920-h1080-k-no;FALSE;488.394.911;23.227.581;+33 1 43 21 57 58;75014;263;Chez Jean-Claude;4.4;"https://www.google.com/maps/place/Chez+Jean-Claude/@48.8394837,2.3205721,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb04e7bdeb:0xb263d717a96c092a!8m2!3d48.8394911!4d2.3227581?hl=fr";chezjeanclaude.fr
"73 Rue Daguerre, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMkgpFfyYNiIWewyI9UjjRrP_7rLFAiM03LdZk9=w1920-h1080-k-no;FALSE;48.835.431;23.254.644;+33 1 43 35 45 39;75014;25;Express 14;3.3;"https://www.google.com/maps/place/Express+14/@48.835431,2.3232757,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b5e6bfba25:0x2ba72c0588115910!8m2!3d48.835431!4d2.3254644?hl=fr";france-express.com
"15 Rue Roger, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPjrCdfYZwfoXoKX2DRbVP1WrarRpvIu990H2-C=w1920-h1080-k-no;FALSE;488.353.575;23.266.995;+33 1 43 22 77 52;75014;542;Le Lock Groove;4.5;"https://www.google.com/maps/place/Le+Lock+Groove/@48.8353224,2.3245998,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b61255c5d3:0xdf706a14b5c8e4db!8m2!3d48.8353575!4d2.3266995?hl=fr";facebook.com
"7 Rue Delambre, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOp0upMr5ZAz2V9-VguH6_DIm8Lj1WoKcSTm_-6=w1920-h1080-k-no;FALSE;488.416.485;23.286.774;+33 1 43 27 39 97;75014;52;Le Scott;3.7;"https://www.google.com/maps/place/Le+Scott/@48.8415716,2.3265145,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ced3047e8d:0xab4341022e8758f5!8m2!3d48.8416485!4d2.3286774?hl=fr";
"9 Rue Maison Dieu, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNB9VHLI-_deSKdWwlZi32WWPgv7cmEfMuOaNma=w1920-h1080-k-no;FALSE;488.356.818;23.226.041;+33 1 43 22 04 02;75014;251;Ton Air de Brest;4.6;"https://www.google.com/maps/place/Ton+Air+de+Brest/@48.8357048,2.3204398,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b5741c8753:0xcddb9597b0e0c6c7!8m2!3d48.8356818!4d2.3226041?hl=fr";tonairdebrest.sincube.com
"15 Rue du Maine, 75014 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPuZ3BbW0cpBcYoUCqFUhqfamU9k0R4cRNAmD4b=w1920-h1080-k-no;FALSE;488.405.615;23.223.781;+33 6 58 83 86 67;75014;561;L'Adada Bar;4.2;"https://www.google.com/maps/place/L'Adada+Bar/@48.8405419,2.3201929,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb6a214011:0xff4a879bbda39067!8m2!3d48.8405615!4d2.3223781?hl=fr";adada-bar.com
"46 Rue de la Montagne Ste Geneviève, 75005 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOoGnVXUKn416Y3TQ5isYK0-rwK1bm4L-maj5-K=w1920-h1080-k-no;TRUE;488.476.368;23.484.181;+33 1 43 25 79 93;75005;583;Le Violon Dingue;4;"https://www.google.com/maps/place/Le+Violon+Dingue/@48.847634,2.3462493,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e66dc5e769:0x9f44269e7792d819!8m2!3d48.8476368!4d2.3484181?hl=fr";le-violon-dingue.business.site
"5 Rue Serret, 75015 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0a8kxUmqioq-Ytm4Mc6c2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.73004&pitch=0&thumbfov=100;FALSE;488.410.395;22.910.452;;75015;7;La Taupe Imbibée;5;"https://www.google.com/maps/place/La+Taupe+Imbib%C3%A9e/@48.8410387,2.2888587,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c13f7fe815:0x11c20b2b6e2063e9!8m2!3d48.8410395!4d2.2910452?hl=fr";
"5 Av. Anatole France, 75007 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPB1oeuTyRtSs2xk5QSUsI0s8Ibqu2_TUtGHmMd=w1920-h1080-k-no;FALSE;488.587.275;22.944.984;;75007;293;Bar à Champagne;4.1;"https://www.google.com/maps/place/Bar+%C3%A0+Champagne/@48.8587275,2.2923097,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fe1f38ad7bf:0xa220a3048adc2af0!8m2!3d48.8587275!4d2.2944984?hl=fr";restaurants-toureiffel.com
"23 Rue Viala, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMZ8FzRf2OG79OCQTZ0R0N4SkO8IxX_mkshsZyu=w1920-h1080-k-no;FALSE;488.501.538;22.899.725;+33 1 45 79 06 05;75015;26;Le Kouriet - Couscous Kabyle;4.3;"https://www.google.com/maps/place/Le+Kouriet+-+Couscous+Kabyle/@48.8501644,2.2877788,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671644170de83:0xce1102c18a98278e!8m2!3d48.8501538!4d2.2899725?hl=fr";
"11 Rue du Théâtre, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOOUw1h_Ogme_qB-jjq1ZEIOqU4ODTzVjbO8unK=w1920-h1080-k-no;FALSE;48.850.147;22.851.663;+33 1 45 77 69 69;75015;176;스타킹 Star King;3.7;"https://www.google.com/maps/place/%EC%8A%A4%ED%83%80%ED%82%B9+Star+King/@48.850147,2.2829776,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67004feee7a2b:0xe4bdd0d443e0fe54!8m2!3d48.850147!4d2.2851663?hl=fr";starkingparis.com
"75 Rue Labrouste, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNE3mmmuwO6JL706Qc-zMB8PomHjtHF9G6TKxkO=w1920-h1080-k-no;FALSE;488.316.009;23.061.856;+33 1 42 50 43 43;75015;37;Le Wilson;3.9;"https://www.google.com/maps/place/Le+Wilson/@48.8316056,2.3040007,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67045d5a15f45:0xd6fc43e39a32b290!8m2!3d48.8316009!4d2.3061856?hl=fr";
"52 Rue d'Oradour-sur-Glane, 92130 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNooLBg7WtisC8C15WbwIyRcafjWjYMqERzQHU0=w1920-h1080-k-no;FALSE;488.307.023;22.835.892;+33 893 02 53 54;92130;20;O'Bar;3.9;"https://www.google.com/maps/place/O'Bar/@48.8306669,2.2813661,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6707109a6aaab:0xbd494b132442edfd!8m2!3d48.8307023!4d2.2835892?hl=fr";
"86 Rue de l'Abbé Groult, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOh6LhrsfCKqeUK3GCT4b9tXQ7iTeGz7eQ_lnG7=w1920-h1080-k-no;FALSE;488.383.202;22.982.411;+33 1 48 28 56 08;75015;16;Le Brazza;2.9;"https://www.google.com/maps/place/Le+Brazza/@48.8383228,2.2960495,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703fdfcd3f15:0x41bbed0ee997dee3!8m2!3d48.8383202!4d2.2982411?hl=fr";
"194 Rue de la Croix Nivert, 75015 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4zIF9pRLAtfWLpK2hKDRKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.493&pitch=0&thumbfov=100;FALSE;48.838.721;22.893.184;+33 1 45 54 09 94;75015;0;Café Bonbon;;"https://www.google.com/maps/place/Caf%C3%A9+Bonbon/@48.8386994,2.2870138,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67012e692973b:0x594185ab22a0095b!8m2!3d48.838721!4d2.2893184?hl=fr";cafe-bonbon.com
"197 Rue Lecourbe, 75015 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s1920n-Y92X-l-_ISYy-E59iQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.00799&pitch=0&thumbfov=100;FALSE;488.403.457;22.957.021;+33 1 48 28 47 85;75015;4;L’Ariel;2.5;"https://www.google.com/maps/place/L%E2%80%99Ariel/@48.8403457,2.2935134,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67015b2483499:0xd5166696094f2363!8m2!3d48.8403457!4d2.2957021?hl=fr";
"111 Av. de la Bourdonnais, 75007 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPvMcDSbk_MGktcp2zVibM4EDfV7jrc2uz9Z-Zu=w1920-h1080-k-no;FALSE;488.550.284;23.045.567;+33 1 47 05 45 42;75007;72;Le Gloster;4.5;"https://www.google.com/maps/place/Le+Gloster/@48.8550466,2.3023943,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67020d3d11f73:0x9c857521a56bed4f!8m2!3d48.8550284!4d2.3045567?hl=fr";glosterbar.com
"100 Rue Cambronne, 75015 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WRfRj4WFFKaKgYPMslS2Sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.25815&pitch=0&thumbfov=100;FALSE;488.412.538;23.035.344;;75015;6;Le Bar de M;4.3;"https://www.google.com/maps/place/Le+Bar+de+M/@48.841247,2.3013235,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671badd8c20c7:0xfa880dcc124ca3df!8m2!3d48.8412538!4d2.3035344?hl=fr";
"11 Bd Pasteur, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOEL5iRcQJZY0rejEXbSXY1_Q68qcsk5JKRR08q=w1920-h1080-k-no;FALSE;488.445.835;23.118.329;+33 1 45 67 14 85;75015;13;Le Menhir;3.2;"https://www.google.com/maps/place/Le+Menhir/@48.8445835,2.3096442,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703059f30445:0x94ee423d481ea5a6!8m2!3d48.8445835!4d2.3118329?hl=fr";
"117 Av. Félix Faure, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP5gBpdKY0meAwRFPgfQIyRGJFeHKOlAp89EV4J=w1920-h1080-k-no;FALSE;488.384.476;2.281.791;+33 1 45 54 39 16;75015;60;Le Boyard;3.9;"https://www.google.com/maps/place/Le+Boyard/@48.8384177,2.2796415,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6700ca26822e1:0x86ad21666e44374a!8m2!3d48.8384476!4d2.281791?hl=fr";
"Port de Javel Bas, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPyJwgzUJ4TwPMrFzLIFrspcbpQcYCHF7qJUPl9=w1920-h1080-k-no;FALSE;488.414.866;22.717.687;;75015;3025;Guinguette La Javelle;4.2;"https://www.google.com/maps/place/Guinguette+La+Javelle/@48.8414866,2.26958,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67aa16bb030c3:0xc88ef70bb23e8f7!8m2!3d48.8414866!4d2.2717687?hl=fr";lajavelle.com
"36 Rue Mathurin Régnier, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMp3HYatgOQnQLNL_wnxRbV-h1urGpnolL8Uu8u=w1920-h1080-k-no;FALSE;488.392.517;23.081.353;+33 1 45 67 00 44;75015;22;Select Bar;3.8;"https://www.google.com/maps/place/Select+Bar/@48.8392545,2.3059536,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670383531cd5f:0xa8158e04a0167452!8m2!3d48.8392517!4d2.3081353?hl=fr";
"60 Bd du Montparnasse, 75015 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oiYE2L3I8rWQs5a-uuUo1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.31598&pitch=0&thumbfov=100;FALSE;488.442.094;23.222.555;;75015;0;Bar Brasserie;;"https://www.google.com/maps/place/Bar+Brasserie/@48.8442094,2.3200668,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671a049d6f225:0x861edb3910faba5a!8m2!3d48.8442094!4d2.3222555?hl=fr";
"Rue St Charles, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOWSTJuLMrdns2auuThdhb6E3rNDp7wRBVnM8B7=w1920-h1080-k-no;FALSE;488.464.187;22.855.595;+33 1 45 77 72 21;75015;1013;Café Beaugrenelle;3.9;"https://www.google.com/maps/place/Caf%C3%A9+Beaugrenelle/@48.846373,2.2833283,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6700f9731f2ff:0x3ca9f899762a27cd!8m2!3d48.8464187!4d2.2855595?hl=fr";cafebeaugrenelle.fr
"299 Rue Lecourbe, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPNxFP51Iqx25oGp69RoLbyNyRH-hKOY9BbMr-7=w1920-h1080-k-no;FALSE;488.377.854;22.869.977;+33 1 82 09 90 41;75015;233;Heure Sup';3.7;"https://www.google.com/maps/place/Heure+Sup'/@48.8377854,2.284809,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67012a8761399:0x6d4194cb35caf38a!8m2!3d48.8377854!4d2.2869977?hl=fr";heuresup.fr
"163 Av. de Suffren, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM75AFb-HbMZoVoYyWqoKquYwLuhkDiOM-03BOO=w1920-h1080-k-no;FALSE;488.457.875;23.099.376;;75015;818;Le Cristal;4.1;"https://www.google.com/maps/place/Le+Cristal/@48.8457834,2.3077324,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670300a7d174b:0xc19cf1a1ad360cef!8m2!3d48.8457875!4d2.3099376?hl=fr";facebook.com
"347 Rue Lecourbe, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMIB5iMexCN5uouq7SincNfK5j-cqUgN-9Onhiw=w1920-h1080-k-no;FALSE;48.836.713;2.283.473;+33 1 45 54 76 52;75015;235;Le 347 Lecourbe;4.4;"https://www.google.com/maps/place/Le+347+Lecourbe/@48.836713,2.2812843,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67073292be9e1:0x6e2419c67cef8f5a!8m2!3d48.836713!4d2.283473?hl=fr";facebook.com
"28 Rue de Lourmel, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOYwvz5hjDmdTAd7ecj5aDaX6V92jmnTzH4Plej=w1920-h1080-k-no;FALSE;488.489.378;22.907.321;+33 1 77 15 51 73;75015;517;Plan B - Bar bières crafts;4.5;"https://www.google.com/maps/place/Plan+B+-+Bar+bi%C3%A8res+crafts/@48.8489547,2.2884979,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6701a590095d1:0xe27b2d83586976fe!8m2!3d48.8489378!4d2.2907321?hl=fr";planb15.com
"90 Rue Cambronne, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNN55JdPktGAMeu0noAo30Fu0HPP2LwUqlhfAb1=w1920-h1080-k-no;FALSE;488.420.292;23.029.322;+33 1 47 34 28 39;75015;382;Le Wallace;4;"https://www.google.com/maps/place/Le+Wallace/@48.8420342,2.3007589,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703c1dda2d47:0xef9e799ba94b699!8m2!3d48.8420292!4d2.3029322?hl=fr";
"4 bis Rue Violet, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP996S-lMNNQ8m9QxElW92e7U32StLPeG5hPaTs=w1920-h1080-k-no;FALSE;488.496.564;22.947.307;;75015;130;La toute petite culotte;4.5;"https://www.google.com/maps/place/La+toute+petite+culotte/@48.8496601,2.2925307,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670199fe189f5:0x29f1a15e5584e66b!8m2!3d48.8496564!4d2.2947307?hl=fr";
"115 Bd de Grenelle, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNkVBvORA6KjsqYsvIhmlc_S7mAuxNsRG-IOOAq=w1920-h1080-k-no;FALSE;488.491.037;22.986.367;+33 1 47 83 46 06;75015;81;L’ASPHALTE BAR;4.3;"https://www.google.com/maps/place/L%E2%80%99ASPHALTE+BAR/@48.8491386,2.29647,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670187bdd11b9:0xfc0a523728430f8c!8m2!3d48.8491037!4d2.2986367?hl=fr";asphaltebar.com
"18 Bd Pasteur, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNHI5LoMPana1xjwJkIqV7gYWCwpY-zw3PT3t0M=w1920-h1080-k-no;FALSE;488.426.999;23.122.124;+33 1 47 34 21 24;75015;197;Au Métro;4.4;"https://www.google.com/maps/place/Au+M%C3%A9tro/@48.8427207,2.3100836,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67030df23cde9:0x4300df85012f857e!8m2!3d48.8426999!4d2.3122124?hl=fr";aumetro.com
"6 Rue du Hameau, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPpDAiOgimGlm8fXDvbMBEGrlc_pEFQIKdv6bvD=w1920-h1080-k-no;FALSE;488.354.973;22.892.729;+33 1 56 08 15 40;75015;321;Crocodile Vert;3.7;"https://www.google.com/maps/place/Crocodile+Vert/@48.8354865,2.2871045,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706d1d9742e5:0x5793e110e42bebb1!8m2!3d48.8354973!4d2.2892729?hl=fr";facebook.com
"4 Vla de l'Astrolabe, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNIskvVej38gFgpmIcUsqOIPJORIjYACZWdTwzd=w1920-h1080-k-no;FALSE;488.442.344;23.190.586;+33 9 81 12 66 40      téléphone3;75015;155;L'Astrolabe;4.6;"https://www.google.com/maps/place/L'Astrolabe/@48.8442216,2.3168256,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67032e2643fef:0x23c6896b74f1825a!8m2!3d48.8442344!4d2.3190586?hl=fr";lastrolabe.paris
"2 Rue Cambronne, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPRWFx79GuP-nMQOOG3dUR1tKapDQIkIgXpp6dU=w1920-h1080-k-no;FALSE;488.472.784;23.010.105;+33 1 40 61 21 31;75015;27;Bar Le Gustave;4.4;"https://www.google.com/maps/place/Bar+Le+Gustave/@48.8472462,2.298712,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703d2cbfbbb3:0x54949b7370ead37d!8m2!3d48.8472784!4d2.3010105?hl=fr";bar-le-gustave.business.site
"205 Rue de la Croix Nivert, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNbxm7vji40-IupEvtN5p72_HOX_dFc_sxWjEx5=w1920-h1080-k-no;FALSE;488.369.773;22.896.159;;75015;5;XV Bar;4.2;"https://www.google.com/maps/place/XV+Bar/@48.8369816,2.2874803,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706cd5ba678d:0x1bed8d5e30e837a9!8m2!3d48.8369773!4d2.2896159?hl=fr";
"88 Rue de la Croix Nivert, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPdMVGYDRcoR6JnY8f9i18pb-UJJQbryUzzEDLp=w1920-h1080-k-no;FALSE;488.438.408;22.958.354;+33 1 42 50 74 11;75015;540;Celtic Corner;4.5;"https://www.google.com/maps/place/Celtic+Corner/@48.8438541,2.2936165,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6701659a4c409:0x3d12730b98a054d8!8m2!3d48.8438408!4d2.2958354?hl=fr";m.facebook.com
"9 Pl. du Général Beuret, 75015 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPw6zSXlNhH_dYmxsyZxqcnoQPRwIxDT-P1Aya2=w1920-h1080-k-no;FALSE;488.417.003;23.032.181;+33 1 42 50 28 62;75015;780;Le Général Beuret;4.2;"https://www.google.com/maps/place/Le+G%C3%A9n%C3%A9ral+Beuret/@48.8416838,2.3009816,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703ea14db4cf:0xb81a68ae885d6b39!8m2!3d48.8417003!4d2.3032181?hl=fr";parisianavores.paris
