address;categoryName;city;imageUrls/0;isAdvertisement;location/lat;location/lng;phone;postalCode;reviewsCount;title;totalScore;url;website
"12 Rue Brisemiche, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM_1nazMiRkareJbSkX2tBuHSKtmaA5zD3ORrsZ=w1920-h1080-k-no;FALSE;488.595.198;2.351.973;+33 9 83 33 95 05;75004;716;Les Fontaines;4.1;"https://www.google.com/maps/place/Les+Fontaines/@48.8595198,2.3497843,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1c40cab537:0xa7afaafd0f8d82bd!8m2!3d48.8595198!4d2.351973?hl=fr";facebook.com
"10 Rue de la Montagne Ste Geneviève, 75005 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNNyLtj4OO-TAolq3LwnkOQKA1vQUqjp3NBcelc=w1920-h1080-k-no;FALSE;488.490.487;23.485.826;+33 7 78 12 23 21;75005;398;La Lucha Libre;3.5;"https://www.google.com/maps/place/La+Lucha+Libre/@48.8490643,2.3463143,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e68ee5454d:0xad134048e389a6a1!8m2!3d48.8490487!4d2.3485826?hl=fr";laluchalibre-ringbar.fr
"227 Rue Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM8MAumRklAG-JM4a1f8d-G3ScW5DBeYPlHMa24=w1920-h1080-k-no;FALSE;48.864.446;23.530.457;+33 7 82 75 23 00;75003;1258;Le Nid - Cocon Ludique;4.6;"https://www.google.com/maps/place/Le+Nid+-+Cocon+Ludique/@48.8644444,2.3508669,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1a44c40327:0xf56b76b99325dd3b!8m2!3d48.864446!4d2.3530457?hl=fr";lenid-coconludique.com
"54 Bd de Sébastopol, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNFpLypI2MzEvV1coXTZUr7xVTUTH4GZOO4zyhm=w1920-h1080-k-no;FALSE;488.629.496;2.350.929;+33 1 44 54 36 46;75003;11;"Le 54 studio, galerie, bar";5;"https://www.google.com/maps/place/Le+54+studio,+galerie,+bar/@48.8629376,2.3487897,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f3f4688c819:0x2afeeb338b22c20a!8m2!3d48.8629496!4d2.350929?hl=fr";m.facebook.com
"22 Rue Béranger, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPgykl9z7XCvjQ6UpNceIqTddEB8nJsAvF8QFna=w1920-h1080-k-no;FALSE;48.866.611;23.635.995;+33 1 72 38 19 94;75003;197;PIZZU;4.6;"https://www.google.com/maps/place/PIZZU/@48.8666114,2.3614124,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0897fc0001:0x44e0180591e37823!8m2!3d48.866611!4d2.3635995?hl=fr";pizzu.fr
"75011, 3 Rue Saint-Sébastien, 75011 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNkYRmlLyLb2N1modRf6_P59iP2hLAZAv-hqric=w1920-h1080-k-no;FALSE;488.608.709;23.679.414;+33 1 47 00 73 58;75011;182;L'étincelle.;4.2;"https://www.google.com/maps/place/L'%C3%A9tincelle./@48.8608699,2.3657532,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dfdfd150ac3:0xbeb079e6f837ce4b!8m2!3d48.8608709!4d2.3679414?hl=fr";
"310 Rue Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNA0nG7zpD0PBrAgc8NozHH3TQ4wsRGsrpaYzbK=w1920-h1080-k-no;FALSE;488.678.577;23.550.888;+33 6 21 11 08 66;75003;223;bon esprit - craft beers & good spirits;4.6;"https://www.google.com/maps/place/bon+esprit+-+craft+beers+%26+good+spirits/@48.867833,2.3530533,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e104786eb4b:0x15682cde8671694b!8m2!3d48.8678577!4d2.3550888?hl=fr";
"243 Rue Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP8C5Ob01gU0WTFE4RYQfyZq02N-XRQw5OId-l-=w1920-h1080-k-no;FALSE;488.657.781;23.532.669;;75003;2;Bar rooftop de l'hotel des arts et é;4.5;"https://www.google.com/maps/place/Bar+rooftop+de+l'hotel+des+arts+et+%C3%A9/@48.8657641,2.3510089,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f2bc9a40241:0x9709e5db1f70892b!8m2!3d48.8657781!4d2.3532669?hl=fr";
"8 Rue Réaumur, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOh0hHet6EWDdPTqbUXMUbzVN524xU4sC3n03wd=w1920-h1080-k-no;FALSE;488.649.618;23.591.468;+33 9 87 17 07 43;75003;121;Napoli Caffè;4.8;"https://www.google.com/maps/place/Napoli+Caff%C3%A8/@48.8649437,2.3569487,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f1fcc243b19:0x37225ba0bfa46ee1!8m2!3d48.8649618!4d2.3591468?hl=fr";
"1 Pl. de Thorigny, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOp9ddXu5tLVv-cyRqme67PO9DqfEnNEOIzLLWZ=w1920-h1080-k-no;TRUE;488.589.201;23.620.554;;75003;518;BrewDog Le Marais;4.5;"https://www.google.com/maps/place/BrewDog+Le+Marais/@48.8588968,2.3598393,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f3eb0808639:0x31ae4229a413c940!8m2!3d48.8589201!4d2.3620554?hl=fr";brewdog.com
"8 Cr des Petites Écuries, 75010 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPg3QGi2wvr8lN6c_gzYDLMjkFP1iWM6EX0wYYn=w1920-h1080-k-no;FALSE;48.872.587;23.531.329;+33 1 48 24 68 71;75010;423;Ô P’ti Paris;4;"https://www.google.com/maps/place/%C3%94+P%E2%80%99ti+Paris/@48.8726104,2.3509617,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e13b8d642db:0x39413df8b04a7bd3!8m2!3d48.872587!4d2.3531329?hl=fr";
"16 Rue Pastourelle, 75003 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xo3pF3PNqph_fN_b2FIYZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.482513&pitch=0&thumbfov=100;FALSE;488.627.425;23.596.895;;75003;12;Le Seize;5;"https://www.google.com/maps/place/Le+Seize/@48.8627356,2.3574927,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e045ae7e49f:0xd2e0f073fd1c5be7!8m2!3d48.8627425!4d2.3596895?hl=fr";
"20 Rue Princesse, 75006 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPrL7ulXS6xKnMXDXslvarnK8g8emjwSL1YvXKE=w1920-h1080-k-no;FALSE;488.519.259;23.345.181;+33 9 80 54 35 11;75006;52;La Piscine Bar;3.9;"https://www.google.com/maps/place/La+Piscine+Bar/@48.8519338,2.3323284,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6719714b8de6f:0xedc8857871ef30b1!8m2!3d48.8519259!4d2.3345181?hl=fr";lapiscine-bar.fr
"3 Rue de l'Ancienne Comédie, 75006 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPrGLQKnG5lt5hutuXw9r0_aWvC8-85VWMhrcsQ=w1920-h1080-k-no;FALSE;48.853.477;23.385.864;+33 6 47 94 32 10;75006;397;Zazou;3.5;"https://www.google.com/maps/place/Zazou/@48.8534771,2.3363959,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671d92c9cf1a5:0xc5a599924a8a62a4!8m2!3d48.853477!4d2.3385864?hl=fr";zazouclub.com
"16 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNSYxODCZM8WlMH578MjJfcVhW0LsdsbR3lm12p=w1920-h1080-k-no;FALSE;488.580.888;23.567.207;+33 9 67 59 14 88;75004;300;Résistance;4.6;"https://www.google.com/maps/place/R%C3%A9sistance/@48.8581211,2.3545645,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e02dbcc0cef:0xcbc8fcd983114a0c!8m2!3d48.8580888!4d2.3567207?hl=fr";laresistanceparis.fr
"16 Rue des Dames, 75017 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPBNyto39V7JkTE6O3VlJvF4O9EEVjy_nXK1Rac=w1920-h1080-k-no-pi-0-ya133.80754-ro0-fo100;FALSE;488.851.772;23.252.349;+33 1 43 87 49 46;75017;256;Lush Bar;4.4;"https://www.google.com/maps/place/Lush+Bar/@48.8851824,2.3230398,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e4d30aa9aaf:0xe4da76d283eac7e4!8m2!3d48.8851772!4d2.3252349?hl=fr";facebook.com
"14 Rue Cadet, 75009 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP15IoiKT_YbcLreh30IRpU2lV2fustr4CR0nM4=w1920-h1080-k-no;FALSE;488.741.122;23.425.084;+33 7 64 11 57 22;75009;52;AFTER WORK PARIS;3.8;"https://www.google.com/maps/place/AFTER+WORK+PARIS/@48.8741113,2.3404932,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e33b9623b1b:0xf8abd8ead835b4ad!8m2!3d48.8741122!4d2.3425084?hl=fr";bonplanaparis.com
"105 Rue Amelot, 75011 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPRr6AnU3q3rnyRQ9M6e34xjEOMksvRTB4F5qJA=w1920-h1080-k-no;FALSE;488.614.666;23.675.555;+33 1 48 05 56 11;75011;402;Pop In;4.3;"https://www.google.com/maps/place/Pop+In/@48.86146,2.3653003,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dfdf79207e5:0x3e1bc4413642561c!8m2!3d48.8614666!4d2.3675555?hl=fr";popin.fr
"3 Rue Monsieur le Prince, 75006 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNGZOPfTKp3brLCcyWw7Ioe3sbIhABE2-FFzs8l=w1920-h1080-k-no;FALSE;488.516.854;2.339.045;+33 9 81 29 29 89;75006;443;La Robe & La Mousse;4.5;"https://www.google.com/maps/place/La+Robe+%26+La+Mousse/@48.8516954,2.3368942,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671deaf6aa5b9:0xee1ce03461a2a5f4!8m2!3d48.8516854!4d2.339045?hl=fr";lafinemousse.fr
"19 Rue du Parc Royal, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNhyBZb7_zyDkblMH3uive0MQ_Mwix_QmwX8fA1=w1920-h1080-k-no;FALSE;488.588.074;23.624.402;+33 1 42 72 33 03;75003;49;Royal Bar;3.4;"https://www.google.com/maps/place/Royal+Bar/@48.8588066,2.3602509,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0170f92b49:0xe30dd2f7ee2027e2!8m2!3d48.8588074!4d2.3624402?hl=fr";
"8 Bd Saint-Martin, 75010 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipObQcGMjkdcmUSaC06q6zwcX2sUGlhlGN1aVEud=w1920-h1080-k-no;FALSE;48.868.794;23.579.377;+33 6 81 09 15 93;75010;492;L'Attirail Café;4.1;"https://www.google.com/maps/place/L'Attirail+Caf%C3%A9/@48.8688029,2.355752,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0e349cf94d:0xe3d564fb55d7817d!8m2!3d48.868794!4d2.3579377?hl=fr";lattirail.fr
"7 Rue de la Verrerie, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM9OVEaR245SrwFdgxAs69JSR7r-bqUTXxvoa-t=w1920-h1080-k-no;FALSE;488.570.785;23.550.868;;75004;250;Les Souffleurs;4.3;"https://www.google.com/maps/place/Les+Souffleurs/@48.8571178,2.352924,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1d48eb8179:0x7d4f1d63afe1a800!8m2!3d48.8570785!4d2.3550868?hl=fr";facebook.com
"28 Rue Charlot, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPxRUgTqqsfF3TWMxjiSa6F8lsah9FWvDzWOSAv=w1920-h1080-k-no;FALSE;488.623.599;23.620.704;+33 9 62 61 99 68;75003;87;One Way;3.9;"https://www.google.com/maps/place/One+Way/@48.8623368,2.359928,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e041f0b9279:0x123831e05773cce6!8m2!3d48.8623599!4d2.3620704?hl=fr";oneway-paris.fr
"56 Rue de la Montagne Ste Geneviève, 75005 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNrdEN6TOnpbSGI9xYSoTt968RT-khGgoSwgZlh=w1920-h1080-k-no;FALSE;48.847.313;23.482.388;+33 9 51 56 86 98;75005;313;Le Village;4;"https://www.google.com/maps/place/Le+Village/@48.8473148,2.3460424,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e66cb465ef:0x261595dbddf250e6!8m2!3d48.847313!4d2.3482388?hl=fr";facebook.com
"47 Rue de Turbigo, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMYXwRLPzRSis_r2pft_Ig7axJLPjn-Lk5xg3Rk=w1920-h1080-k-no;FALSE;488.650.881;23.539.621;+33 1 42 74 77 81;75003;132;Le Maryland;4.8;"https://www.google.com/maps/place/Le+Maryland/@48.865139,2.3517483,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1a924f010b:0x22033652e1288f11!8m2!3d48.8650881!4d2.3539621?hl=fr";lemarylandparis3.business.site
"Ti' Cap PUB, 15 Bd Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMWfpPKmFVEf3LzPbm_lmt8bfZMTLv7tS5UzqA=w1920-h1080-k-no;FALSE;488.681.028;23.603.381;+33 1 77 16 18 16;75003;280;Ti' Cap;4.4;"https://www.google.com/maps/place/Ti'+Cap/@48.8681071,2.358151,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0ee1e90023:0x7a284ee96f644278!8m2!3d48.8681028!4d2.3603381?hl=fr";
"31 Rue de Crussol, 75011 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOUP3V-3tJm5fUubUzWI1Eib1w99g1RXys1l5Hy=w1920-h1080-k-no;FALSE;488.646.394;23.695.896;+33 6 11 67 15 94;75011;143;L'embuscade 31 rue de Crussol Paris 11;4.5;"https://www.google.com/maps/place/L'embuscade+31+rue+de+Crussol+Paris+11/@48.8646425,2.367399,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66dfd3d9c9fb7:0xc3685bbe56416e6a!8m2!3d48.8646394!4d2.3695896?hl=fr";facebook.com
"13 Rue Castex, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMz7szEXa2m3lCYYpXYlnZcjn3oJhCvv0Em6vhO=w1920-h1080-k-no;FALSE;4.885.307;23.662.376;+33 1 44 61 68 67;75004;266;Bauby Bar;4.9;"https://www.google.com/maps/place/Bauby+Bar/@48.853089,2.3639909,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ff7925d799:0x1144175ab3159c4!8m2!3d48.85307!4d2.3662376?hl=fr";
"3 Rue Thouin, 75005 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPOrz_f59b0h310lEJxxGnga5gMeE7hDivm4wBX=w1920-h1080-k-no;FALSE;488.450.236;23.494.981;+33 9 50 03 22 22;75005;452;Teddy's Bar;4.5;"https://www.google.com/maps/place/Teddy's+Bar/@48.845024,2.3473093,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ef4b061fa1:0x465deb532e14c766!8m2!3d48.8450236!4d2.3494981?hl=fr";business.google.com
"16 Rue Cloche Percé, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNTu8yWeypH3dS28QZLMJnlM1UU_jQylp9BSUbe=w1920-h1080-k-no;FALSE;488.564.151;23.573.669;+33 9 66 89 06 76;75004;298;STOLLY'S;4.4;"https://www.google.com/maps/place/STOLLY'S/@48.8563893,2.3551602,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e02881fd2d5:0x1305dac9e1c9d1f!8m2!3d48.8564151!4d2.3573669?hl=fr";cheapblonde.com
"69 Rue des Gravilliers, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipN3SHob7PyePBfat5Vf6ePm02f6Zi-09JN_6oRs=w1920-h1080-k-no;FALSE;488.645.023;2.354.178;+33 1 42 71 20 38;75003;331;Andy Wahloo;4.1;"https://www.google.com/maps/place/Andy+Wahloo/@48.8645138,2.3519965,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1af1f8d533:0x465b341482d1c30!8m2!3d48.8645023!4d2.354178?hl=fr";andywahloo-bar.com
"38 Rue Notre Dame de Nazareth, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMNk8z1tLcPhGpgVW20DKsxD_ICbVKU36FawpKm=w1920-h1080-k-no;FALSE;488.674.695;23.586.102;+33 6 89 51 34 82;75003;217;Le Coltrane;4.3;"https://www.google.com/maps/place/Le+Coltrane/@48.8674695,2.3564215,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0fbb14be9f:0x824b35efd5622879!8m2!3d48.8674695!4d2.3586102?hl=fr";
"91 Rue Beaubourg, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPoY0m257leGUsKPIgO0Z4WnH6g5oPC52qs_FB_=w1920-h1080-k-no;FALSE;488.643.917;23.550.352;+33 9 88 04 77 28;75003;59;La Moderne;4.9;"https://www.google.com/maps/place/La+Moderne/@48.8644114,2.3528583,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1ac26bc367:0x9b8444533033a34f!8m2!3d48.8643917!4d2.3550352?hl=fr";facebook.com
"2 Rue Perrée, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOOIjleB3-_3BP_2zLZ6QNFbX-v9ynS-Keu2pQS=w1920-h1080-k-no;FALSE;488.644.156;23.619.941;+33 1 57 40 84 40;75003;1;Bar du Carreau;5;"https://www.google.com/maps/place/Bar+du+Carreau/@48.8641016,2.3604191,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e05ddf3e60f:0x11479fa837d15fdc!8m2!3d48.8644156!4d2.3619941?hl=fr";carreaudutemple.eu
"13 Bd du Temple, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOY7pNoGkHIVo_hM2pAn4PyCPizxr9H2cUPFbbq=w1920-h1080-k-no;FALSE;488.639.288;23.659.649;+33 1 42 71 77 15;75003;491;La Mezcaleria Paris;4.1;"https://www.google.com/maps/place/La+Mezcaleria+Paris/@48.8639278,2.3637724,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e07a576faad:0x38bd3ab365cec321!8m2!3d48.8639288!4d2.3659649?hl=fr";instagram.com
"7 Rue Blondel, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNUySWSLcY-mzRH6xQXgJejEG7_ELJRMrwCBF1N=w1920-h1080-k-no;FALSE;488.683.075;23.550.592;+33 6 40 26 97 12;75003;343;Deux Point Zéro;4.1;"https://www.google.com/maps/place/Deux+Point+Z%C3%A9ro/@48.868536,2.352156,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e10549d5f5f:0x4b5c73fcf4b5068a!8m2!3d48.8683075!4d2.3550592?hl=fr";
"14 Rue Froissart, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNrFoJ92Po3-tQHwY3gzcXeop6WesVZ4M3gs9dw=w1920-h1080-k-no;FALSE;488.618.657;23.651.262;+33 6 89 76 26 34;75003;31;French Riviera;4.4;"https://www.google.com/maps/place/French+Riviera/@48.8618777,2.3629264,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f16c19f929b:0xf9f1d1af60e26fc9!8m2!3d48.8618657!4d2.3651262?hl=fr";
"166 Rue Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOHxXPBSAcJMKqtMaC2UOkAtKqzzO2c9mVW9WZZ=w1920-h1080-k-no;FALSE;488.621.299;23.520.087;+33 9 84 28 86 94;75003;166;L'Everest Saint Martin;4.1;"https://www.google.com/maps/place/L'Everest+Saint+Martin/@48.8621299,2.34982,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1b94cbcf47:0xb94c415c267d19e8!8m2!3d48.8621299!4d2.3520087?hl=fr";everestbar.fr
"16 Rue Pastourelle, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPFC16SlCCkSoVESLnJ0zyJtSPemCSaOusJSSyM=w1920-h1080-k-no;FALSE;488.627.425;23.596.895;+33 1 43 36 84 93;75003;18;Le 16 Bar;4.7;"https://www.google.com/maps/place/Le+16+Bar/@48.8627356,2.3574927,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f3e4855d88b:0x5f13dadba6a85048!8m2!3d48.8627425!4d2.3596895?hl=fr";
"126 Rue du Temple, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP5cQDnXaffBPgs7D4aE2iBJFui-I45mLLlEBIN=w1920-h1080-k-no;FALSE;488.633.995;23.583.609;+33 1 42 72 13 59;75003;322;Le Roi de Pique;4;"https://www.google.com/maps/place/Le+Roi+de+Pique/@48.8633934,2.3561852,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e04fd24f7f1:0x54177b5011078e8b!8m2!3d48.8633995!4d2.3583609?hl=fr";m.facebook.com
"173 Rue Saint-Martin, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOGm0XgDDrPe4aXTpPHLzB6_jVbzwbSNp7ceq1D=w1920-h1080-k-no;FALSE;488.625.909;23.520.305;+33 6 63 78 06 21;75003;627;Workshop Paris;3.8;"https://www.google.com/maps/place/Workshop+Paris/@48.8626005,2.3498155,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1bbf43b41b:0x36db4f25730c847f!8m2!3d48.8625909!4d2.3520305?hl=fr";facebook.com
"8 Rue de Beauce, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOkRefJrYDPuqIpUdO5eO3S9LZ4zDwbrCJOxsNV=w1920-h1080-k-no;FALSE;488.627.446;23.611.069;+33 1 83 87 99 14;75003;594;FAT.;4.4;"https://www.google.com/maps/place/FAT./@48.862752,2.3589033,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e04250367a3:0x6ac4ccdebf88d122!8m2!3d48.8627446!4d2.3611069?hl=fr";fat.paris
"39 Rue Notre Dame de Nazareth, 75003 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMWY_-dREDYuOtyvM7pe6XojQpSjiozyBsN2nQ4=w1920-h1080-k-no;FALSE;488.674.661;23.578.031;+33 1 42 74 37 36;75003;228;Le NordMarais;4.4;"https://www.google.com/maps/place/Le+NordMarais/@48.8674757,2.3556189,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0fc0f67ee5:0x9d0402de474e03a0!8m2!3d48.8674661!4d2.3578031?hl=fr";nordmarais-restaurant.fr
"75 Rue de Seine, 75006 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP11PXquNr3hT0MeyQ9cLVdfIcO8IEYEnkt7Hxq=w1920-h1080-k-no;FALSE;488.540.349;23.370.173;+33 1 43 26 55 15;75006;633;Le Bar Du Marché;4;"https://www.google.com/maps/place/Le+Bar+Du+March%C3%A9/@48.8540349,2.3348286,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671d8e1bb0b37:0x9df9575eb43fcf37!8m2!3d48.8540349!4d2.3370173?hl=fr";fr-fr.facebook.com
"4 Pass. du Marché, 75010 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPl0QEFhNAoUfD7IunTQcnZg5rmWbVnGKOJUlc8=w1920-h1080-k-no;FALSE;488.709.978;23.576.517;+33 9 81 29 72 59;75010;143;Jésusparadis;4.2;"https://www.google.com/maps/place/J%C3%A9susparadis/@48.8709978,2.355463,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0e080b8981:0xd374819370e55bb3!8m2!3d48.8709978!4d2.3576517?hl=fr";jesusparadis.fr
"5 Rue Tiquetonne, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOdFx9upjzhiKwMndzLZkTGvUY5ErCxANZa9cJd=w1920-h1080-k-no;FALSE;48.864.361;2.349.683;+33 1 76 41 54 64;75002;8;Bar Pisco Paris;4.9;"https://www.google.com/maps/place/Bar+Pisco+Paris/@48.8643012,2.347461,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1990b1ebcf:0x5096913aeee96746!8m2!3d48.864361!4d2.349683?hl=fr";privateaser.com
"46 Rue René Boulanger, 75010 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNsBecMobUS2bL25O3ivUJgVUMMpHEBCLmNyhSY=w1920-h1080-k-no;FALSE;488.685.858;23.602.614;+33 9 51 26 29 12;75010;184;The 46 Bar;4.6;"https://www.google.com/maps/place/The+46+Bar/@48.8685901,2.3580757,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f97a1680f33:0x5f4af261193e707!8m2!3d48.8685858!4d2.3602614?hl=fr";thefortysixbar.com
"8 Pass. Josset, 75011 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMcsGFAhyKuEI9kk8MIDZIOl5d3b0SVVk1CDU66=w1920-h1080-k-no;FALSE;488.527.252;23.765.225;+33 1 83 96 68 48;75011;343;Le Motel;4.4;"https://www.google.com/maps/place/Le+Motel/@48.8527333,2.3742255,17z/data=!3m1!4b1!4m5!3m4!1s0x47e672063639745f:0xba2270fd3449b32e!8m2!3d48.8527252!4d2.3765225?hl=fr";lemotel.fr
"55 Rue de la Roquette, 75011 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNoJ2ibTZ-HYZOa7NKgs_Z1W0Pli603HcZiOqJe=w1920-h1080-k-no;FALSE;488.560.072;23.755.024;+33 1 75 51 09 11;75011;246;The Bootleg Bar;4.2;"https://www.google.com/maps/place/The+Bootleg+Bar/@48.8560316,2.3732937,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df87e03e033:0xbfdd133e94bf9d00!8m2!3d48.8560072!4d2.3755024?hl=fr";thebootlegbar.com
"75001 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZdxWtM9l3uPIF61wO0944w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.6861&pitch=0&thumbfov=100;FALSE;488.597.188;23.476.957;;;0;Bar 31;;"https://www.google.com/maps/place/Bar+31/@48.8597188,2.345507,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1f1d8a06d9:0xff38cbec0a851e9!8m2!3d48.8597188!4d2.3476957?hl=fr";
"4 Rue Danton, 75006 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM2_liL6QLmApigVBOHwlLUVJgqeUOh6LSPjH9S=w1920-h1080-k-no;FALSE;488.528.047;23.423.184;+33 1 81 69 00 60;75006;359;Le 43-Roof Top;4;"https://www.google.com/maps/place/Le+43-Roof+Top/@48.8528666,2.3401042,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671de46dbfcc7:0xbc7beab31d312ddf!8m2!3d48.8528047!4d2.3423184?hl=fr";
