"address","categoryName","city","countryCode","imageUrls/0","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","orderBy/0/name","orderBy/0/url","orderBy/1/name","orderBy/1/url","orderBy/2/name","orderBy/2/url","permanentlyClosed","phone","placeId","plusCode","postalCode","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"4 Rue du Départ, 75015 Paris, France","Restaurant","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KiYgPG0iLaE3dXtFl_ADhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.76123&pitch=0&thumbfov=100","false","Situé dans : Montparnasse Rive Gauche","48.8428537","2.3231496","4 Rue du Départ",,,,,,,"false",,"ChIJvxmljg5x5kcRw4Ncz6gaL-I","R8VF+54 Paris, France","75015","155","10","4","0","4","0","2","2021-08-07T17:49:36.599Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"4 Rue du Départ",,"false","Le Mojo Paris","2.8","https://www.google.com/maps/place/Le+Mojo+Paris/@48.8429152,2.3206045,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6710e8ea519bf:0xe22f1aa8cf5c83c3!8m2!3d48.8428537!4d2.3231496?hl=fr",
"397 Rue de Vaugirard, 75015 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNjvT-3BRw0Rl92Tl4hmFXVgnFyx_MOuFP3eIqy=w1920-h1080-k-no","false",,"48.8338289","2.2902901","397 Rue de Vaugirard","750glatable.com","http://www.750glatable.com/",,,,,"false",,"ChIJ-2rO0Wpw5kcRUxkyLZaRCmU","R7MR+G4 Paris, France","75015","154","1256","624","354","70","142","66","2021-08-07T17:49:43.789Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"397 Rue de Vaugirard",,"false","750g la table I Porte de Versailles","4.1","https://www.google.com/maps/place/750g+la+table+I+Porte+de+Versailles/@48.8337683,2.2881814,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706ad1ce6afb:0x650a91962d321953!8m2!3d48.8338289!4d2.2902901?hl=fr","750glatable.com"
"200 Rue de la Convention, 75015 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPR6FTqoehFTYGLKo-lN7FI_xzZRz2ztwhEd0Vb=w1920-h1080-k-no","false",,"48.8369613","2.2969166","200 Rue de la Convention",,,,,,,"false","+33 1 42 50 11 99","ChIJSV80tWpw5kcRKelbbD14o-M","R7PW+QQ Paris, France","75015","153","691","223","234","78","111","45","2021-08-07T17:49:51.696Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"200 Rue de la Convention",,"false","Brasserie Le Convention","3.7","https://www.google.com/maps/place/Brasserie+Le+Convention/@48.8369572,2.2947254,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706ab5345f49:0xe3a3783d6c5be929!8m2!3d48.8369613!4d2.2969166?hl=fr","convention-cafe.fr"
"262 Rue de Vaugirard, 75015 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNIEWn7TsGjxCGivczbCHUjubsB0wx0-hTwPcAd=w1920-h1080-k-no","false",,"48.8394528","2.3006063","262 Rue de Vaugirard","thefork.fr","https://www.thefork.fr/restaurant/le-vaugirard-r443739?cc=18174-54f",,,,,"false","+33 1 48 28 27 40","ChIJvU6uuj9w5kcR8qxDS8vSkMI","R8Q2+R6 Paris, France","75015","151","132","47","41","16","23","5","2021-08-07T17:49:58.302Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"262 Rue de Vaugirard",,"false","Le Vaugirard ( tabac )","3.7","https://www.google.com/maps/place/Le+Vaugirard+(+tabac+)/@48.8395099,2.2983829,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703fbaae4ebd:0xc290d2cb4b43acf2!8m2!3d48.8394528!4d2.3006063?hl=fr",
"108 Rue des Entrepreneurs, 75015 Paris, France","Crêperie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNs7kadwNuul0fQA3I9zqU11eIyPoKv9Gnjydbe=w1920-h1080-k-no","false",,"48.8433046","2.2937732","108 Rue des Entrepreneurs",,,,,,,"false","+33 1 44 93 73 24","ChIJqT-FuBZw5kcRiWWo7OXELVk","R7VV+8F Paris, France","75015","150","132","70","36","9","12","5","2021-08-07T17:50:05.023Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"108 Rue des Entrepreneurs",,"false","La Cuillère en Bois","4.2","https://www.google.com/maps/place/La+Cuill%C3%A8re+en+Bois/@48.8432923,2.2915569,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67016b8853fa9:0x592dc4e5eca86589!8m2!3d48.8433046!4d2.2937732?hl=fr","creperie-cuillere-en-bois15.com"
"73 Rue de la Convention, 75015 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNkkTghbn1rJHRXW4hb5tp-2QqiHLj-lnCV3rRl=w1920-h1080-k-no","false",,"48.8427301","2.2846322","73 Rue de la Convention",,,,,,,"false","+33 9 86 66 07 37","ChIJX9wquC5x5kcR7A1MWHiBYRQ","R7VM+3V Paris, France","75015","149","47","31","11","5","0","0","2021-08-07T17:50:11.527Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"73 Rue de la Convention",,"false","Viet bar","4.3","https://www.google.com/maps/place/Viet+bar/@48.8427354,2.2824486,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6712eb82adc5f:0x14618178584c0dec!8m2!3d48.8427301!4d2.2846322?hl=fr",
"4 Av. de la Prte de la Plaine, 75015 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOia9saTXx9LGFmv1slVjIxwALmfszdNXqdbI7q=w1920-h1080-k-no","false","Situé dans : Paris Expo Porte de Versailles","48.8294983","2.2919784","4 Av. de la Prte de la Plaine",,,,,,,"false","+33 1 88 33 33 70","ChIJgUcxPVFx5kcR0sadBL4aMLE","R7HR+QQ Paris, France","75015","148","21","20","0","1","0","0","2021-08-07T17:50:19.815Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"4 Av. de la Prte de la Plaine",,"false","Rosé Restaurant","4.8","https://www.google.com/maps/place/Ros%C3%A9+Restaurant/@48.8294983,2.2897897,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671513d314781:0xb1301abe049dc6d2!8m2!3d48.8294983!4d2.2919784?hl=fr","rose.restaurant"
"53B Av. de la Motte-Picquet, 75015 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPGk7F4fgjKOht-BiotnZOLBp0asi6zit6SEB_v=w1920-h1080-k-no","false",,"48.8500547","2.299698","53B Av. de la Motte-Picquet",,,,,,,"false","+33 9 80 74 61 55","ChIJAQCcZSJw5kcR60aF8piOLuk","V72X+2V Paris, France","75015","147","276","148","74","20","27","7","2021-08-07T17:50:26.686Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"53B Av. de la Motte-Picquet",,"false","LE PAVILLON Paris 15","4.2","https://www.google.com/maps/place/LE+PAVILLON+Paris+15/@48.8500382,2.297485,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67022659c0001:0xe92e8e98f28546eb!8m2!3d48.8500547!4d2.299698?hl=fr","instagram.com"
"108 Rue de la Convention, 75015 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipP_DTxsSKYgBPFIqFevMNyBoFoy70rdeVNtw0Js=w1920-h1080-k-no-pi-10-ya47.8635-ro-0-fo100","false",,"48.841107","2.2876198","108 Rue de la Convention",,,,,,,"false","+33 1 45 54 40 18","ChIJXWdVDBJw5kcR-zNGYBRGR0M","R7RP+CX Paris, France","75015","146","680","322","234","31","72","21","2021-08-07T17:50:33.522Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"108 Rue de la Convention",,"false","Le Murmure","4.2","https://www.google.com/maps/place/Le+Murmure/@48.8410513,2.285291,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670120c55675d:0x43474614604633fb!8m2!3d48.841107!4d2.2876198?hl=fr","lemurmure.fr"
"5 Rue Serret, 75015 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0a8kxUmqioq-Ytm4Mc6c2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.73004&pitch=0&thumbfov=100","false",,"48.8410395","2.2910452","5 Rue Serret",,,,,,,"false",,"ChIJFeh_P8Fx5kcR6WMgbisLwhE","R7RR+CC Paris, France","75015","145","7","7","0","0","0","0","2021-08-07T17:50:40.912Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"5 Rue Serret",,"false","La Taupe Imbibée","5","https://www.google.com/maps/place/La+Taupe+Imbib%C3%A9e/@48.8410387,2.2888587,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c13f7fe815:0x11c20b2b6e2063e9!8m2!3d48.8410395!4d2.2910452?hl=fr",
"25 Rue de la Convention, 75015 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOUY_waatfJWWgMwwCBWK_-kN4Xd5TycO_GnIb6=w1920-h1080-k-no","false",,"48.8448834","2.2798862","25 Rue de la Convention",,,,,,,"false","+33 1 40 59 86 03","ChIJMZ2cTedx5kcRl0Ddhp_6Wps","R7VH+XW Paris, France","75015","144","41","32","5","1","0","3","2021-08-07T17:50:47.507Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"25 Rue de la Convention",,"false","Le Capitaine M","4.6","https://www.google.com/maps/place/Le+Capitaine+M/@48.8449214,2.2776153,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e74d9c9d31:0x9b5afa9f86dd4097!8m2!3d48.8448834!4d2.2798862?hl=fr",
"32 Rue Blomet, 75015 Paris, France","Cuisine française moderne","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipM2veMfF3pQoHhr5yb5sa_5syQjnAaQljT6y7E6=w1920-h1080-k-no","false",,"48.843085","2.306631","32 Rue Blomet","ohandco.fr","http://ohandco.fr/","thefork.fr","https://www.thefork.fr/restaurant/oh-and-co-r476163?cc=18174-54f",,,"false","+33 9 81 72 96 16","ChIJpbCU3lVx5kcRUgXdPOLVi5Q","R8V4+6M Paris, France","75015","143","115","94","15","0","3","3","2021-08-07T17:50:59.650Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"32 Rue Blomet",,"false","OH AND CO","4.7","https://www.google.com/maps/place/OH+AND+CO/@48.843085,2.3044423,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67155de94b0a5:0x948bd5e23cdd0552!8m2!3d48.843085!4d2.306631?hl=fr","ohandco.fr"
"2 Rue Cambronne, 75015 Paris, France","Hôtel","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPacJMajBxM4yNkaXUMZp3_RtRHu3uqukjoN8Dr=w1920-h1080-k-no","false",,"48.8473622","2.3013272","2 Rue Cambronne",,,,,,,"false","+33 1 40 61 21 21","ChIJ0bkPQ55x5kcR6kFA35iZUY4","R8W2+WG Paris, France","75015","142","3","2","1","0","0","0","2021-08-07T17:51:05.806Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"2 Rue Cambronne",,"false","Place Gustave","4.7","https://www.google.com/maps/place/Place+Gustave/@48.8473622,2.2991385,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6719e430fb9d1:0x8e519998df4041ea!8m2!3d48.8473622!4d2.3013272?hl=fr","place-gustave.com"
"20 Rue de l'Arrivée, 75015 Paris, France","Restaurant de sushis","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOp8eDZnPDnxz0uyTILDsXfjDfglyJGyMG8uhI1=w1920-h1080-k-no","false",,"48.8430757","2.3214092","20 Rue de l'Arrivée","thefork.fr","https://www.thefork.fr/restaurant/sushi-bar-montparnasse-r540943?cc=18174-54f",,,,,"false","+33 1 42 22 01 00","ChIJ-RlCycxx5kcR2bHEC0TYCrA","R8VC+6G Paris, France","75015","141","103","60","20","6","12","5","2021-08-07T17:51:14.903Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8422995,2.2677882,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"20 Rue de l'Arrivée",,"false","Sushi bar","4.2","https://www.google.com/maps/place/Sushi+bar/@48.8430962,2.3191824,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ccc94219f9:0xb00ad8440bc4b1d9!8m2!3d48.8430757!4d2.3214092?hl=fr","sushibar15.fr"
"26 Rue de la Croix Nivert, 75015 Paris, France","Bistro","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNrVX36dj40K9EKxXntrG73SS-h9rmapOngXXBA=w1920-h1080-k-no","false",,"48.8467525","2.2996541","26 Rue de la Croix Nivert","thefork.fr","https://www.thefork.fr/restaurant/comptoir-moderne-r208907?cc=18174-54f",,,,,"false","+33 1 47 34 14 94","ChIJjxf8Tj1w5kcRN5y2vVEelNY","R7WX+PV Paris, France","75015","140","837","425","291","28","66","27","2021-08-07T17:51:21.808Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"26 Rue de la Croix Nivert",,"false","Comptoir Moderne","4.3","https://www.google.com/maps/place/Comptoir+Moderne/@48.8467547,2.2974596,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703d4efc178f:0xd6941e51bdb69c37!8m2!3d48.8467525!4d2.2996541?hl=fr","facebook.com"
"2 Rue de Cronstadt, 75015 Paris, France","Bistro","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOyOFP5-a6fm1t6m3zcBYoEQLEDIvKhaF-pYjgz=w1920-h1080-k-no","false",,"48.8352476","2.3024619","2 Rue de Cronstadt",,,,,,,"false","+33 1 45 31 87 73","ChIJGfwNxkBw5kcRUrDqmMzywKg","R8P2+3X Paris, France","75015","139","152","61","35","12","32","12","2021-08-07T17:51:28.606Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"2 Rue de Cronstadt",,"false","Café Tasco","3.8","https://www.google.com/maps/place/Caf%C3%A9+Tasco/@48.8352475,2.3002733,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67040c60dfc19:0xa8c0f2cc98eab052!8m2!3d48.8352476!4d2.3024619?hl=fr",
"Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8ème étage, 75015 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMKSz9jkW-9NEKg3H-NG-B9G1fOClHngIZc78Lg=w1920-h1080-k-no","false",,"48.8300006","2.2918557","Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8ème étage","zenchef.com","https://bookings.zenchef.com/results?rid=355277&fullscreen=1",,,,,"false","+33 1 88 33 23 69","ChIJx6FWq69x5kcRJ4EFegO5w0o","R7JR+2P Paris, France","75015","138","205","182","18","3","1","1","2021-08-07T17:51:34.902Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8ème étage",,"false","Pedzouille La Grange","4.8","https://www.google.com/maps/place/Pedzouille+La+Grange/@48.8300006,2.289667,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671afab56a1c7:0x4ac3b9037a058127!8m2!3d48.8300006!4d2.2918557?hl=fr","pedzouille.fr"
"43 Rue Desnouettes, 75015 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPLQXnnQBqr_iJ632pky_3AInFwIJdr-zBtWjDZ=w1920-h1080-k-no","false",,"48.8359174","2.2884131","43 Rue Desnouettes","thefork.fr","https://www.thefork.fr/restaurant/les-as-os-r72493?cc=18174-54f",,,,,"false","+33 1 45 32 76 41","ChIJQ2MMFm1w5kcRNsnQfthjUks","R7PQ+99 Paris, France","75015","137","212","150","40","4","12","6","2021-08-07T17:51:41.593Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"43 Rue Desnouettes",,"false","As os","4.5","https://www.google.com/maps/place/As+os/@48.8359166,2.2862211,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706d160c6343:0x4b5263d87ed0c936!8m2!3d48.8359174!4d2.2884131?hl=fr","business.site"
"21 Rue Copreaux, 75015 Paris, France","Restaurant vietnamien","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPcTThLbiVqFGs5QS5aeu7rYgp2hMubwa9y5KRh=w1920-h1080-k-no","false",,"48.8416303","2.3070711","21 Rue Copreaux",,,,,,,"false","+33 1 45 66 73 82","ChIJpYxjgTlw5kcR0dqjBlzmBns","R8R4+MR Paris, France","75015","136","433","320","73","10","26","4","2021-08-07T17:51:48.218Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"21 Rue Copreaux",,"false","Le Drapeau de la Fidélité","4.6","https://www.google.com/maps/place/Le+Drapeau+de+la+Fid%C3%A9lit%C3%A9/@48.8416418,2.3049232,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703981638ca5:0x7b06e65c06a3dad1!8m2!3d48.8416303!4d2.3070711?hl=fr","facebook.com"
"49 Bd Victor, 75015 Paris, France","Café","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMfkwjz1BhHgu12bCbVK0NUB4KKX9AGsPl8kwt6=w1920-h1080-k-no","false",,"48.8336786","2.2865845","49 Bd Victor",,,,,,,"false","+33 1 58 45 14 01","ChIJN2ZJim1w5kcReD6-ESzupXU","R7MP+FJ Paris, France","75015","135","365","138","92","54","53","28","2021-08-07T17:51:54.899Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"49 Bd Victor",,"false","Café Eugène","3.6","https://www.google.com/maps/place/Caf%C3%A9+Eug%C3%A8ne/@48.8336786,2.2843958,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706d8a496637:0x75a5ee2c11be3e78!8m2!3d48.8336786!4d2.2865845?hl=fr",
"21 Rue Viala, 75015 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPxXhMDO4oC6FnV87vWYjvbFLpcWU3tk6LR3Fsx=w1920-h1080-k-no","false",,"48.8501062","2.290084","21 Rue Viala","cafe-michel.fr","http://cafe-michel.fr/fr/booking",,,,,"false","+33 1 45 78 77 77","ChIJ-VDuBBtw5kcR2Co3AHCa-7s","V72R+22 Paris, France","75015","134","157","120","20","7","4","6","2021-08-07T17:52:01.798Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"21 Rue Viala",,"false","Café Michel","4.5","https://www.google.com/maps/place/Caf%C3%A9+Michel/@48.8500413,2.2878381,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6701b04ee50f9:0xbbfb9a7000372ad8!8m2!3d48.8501062!4d2.290084?hl=fr","cafe-michel.fr"
"62 Rue des Entrepreneurs, 75015 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNY8KpCoXxR3imStLJVOdNpNvQAGxRc7eMXgA2z=w1920-h1080-k-no","false",,"48.8453711","2.2884901","62 Rue des Entrepreneurs","eatbu.com","https://bernard-du-15-restaurant-paris.eatbu.com/#reservation","thefork.fr","https://www.thefork.fr/restaurant/bernard-du-15-r998?cc=18174-54f",,,"false",,"ChIJN6S3MBBw5kcRTxgZUqGbsnQ","R7WQ+49 Paris, France","75015","133","64","52","8","1","1","2","2021-08-07T17:52:11.202Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"62 Rue des Entrepreneurs",,"false","Bernard du 15","4.7","https://www.google.com/maps/place/Bernard+du+15/@48.8453093,2.2862475,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6701030b7a437:0x74b29ba15219184f!8m2!3d48.8453711!4d2.2884901?hl=fr","eatbu.com"
"21 Bd Edgar Quinet, 75014 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipP0uH7Y04mQ2OacwOyMSsH6cJxLOKIywcdPmReC=w1920-h1080-k-no","false",,"48.8411994","2.3237125","21 Bd Edgar Quinet","deliveroo.fr","https://deliveroo.fr/menu/paris/14eme-montparnasse/le-paradis-du-fruit-montparnasse?utm_medium=affiliate&utm_source=google_maps_link",,,,,"false","+33 1 40 47 53 44","ChIJYVh5f8tx5kcRoKcYuCYCoss","R8RF+FF Paris, France","75014","132","1668","486","558","172","297","155","2021-08-07T17:52:18.206Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"21 Bd Edgar Quinet",,"false","Le Paradis du Fruit - Montparnasse","3.6","https://www.google.com/maps/place/Le+Paradis+du+Fruit+-+Montparnasse/@48.8411994,2.3215238,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb7f795861:0xcba20226b818a7a0!8m2!3d48.8411994!4d2.3237125?hl=fr","leparadisdufruit.fr"
"2 Rue Linois, 75015 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMtI_xaXd_RsDH4qRItIl4OuwDTtJqRx73r9k4g=w1920-h1080-k-no","false","Situé dans : Centre Commercial Beaugrenelle","48.8488628","2.2819027","2 Rue Linois","thefork.fr","https://www.thefork.fr/restaurant/eclectic-r33820?cc=18174-54f",,,,,"false","+33 1 77 36 70 00","ChIJEflPdAZw5kcR99TqiRVCD6M","R7XJ+GQ Paris, France","75015","131","494","185","154","45","74","36","2021-08-07T17:52:25.008Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"2 Rue Linois",,"false","Eclectic - Beaugrenelle Paris","3.8","https://www.google.com/maps/place/Eclectic+-+Beaugrenelle+Paris/@48.8488628,2.279714,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67006744ff911:0xa30f421589ead4f7!8m2!3d48.8488628!4d2.2819027?hl=fr","restauranteclectic.fr"
"5 Rue Violet, 75015 Paris, France","Bar à poke","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipO0rdgC3IENO7aDiXaX1QYabMLEHCGWJvilFyN8=w1920-h1080-k-no","false",,"48.8496301","2.2949254","5 Rue Violet","deliveroo.fr","https://deliveroo.fr/menu/paris/Motte-Picquet/poke-and-toast-15-eme?utm_medium=affiliate&utm_source=google_maps_link","just-eat.fr","https://www.just-eat.fr/menu/poke-and-toast-paris-15?utm_campaign=foodorder&utm_medium=organic&utm_source=google",,,"false","+33 1 40 59 96 00","ChIJt166_QNx5kcRs7sPkq1YisI","R7XW+R2 Paris, France","75015","130","7","6","1","0","0","0","2021-08-07T17:52:32.790Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"5 Rue Violet",,"false","POKE AND TOAST PARIS 15","4.9","https://www.google.com/maps/place/POKE+AND+TOAST+PARIS+15/@48.8495981,2.2928341,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67103fdba5eb7:0xc28a58ad920fbbb3!8m2!3d48.8496301!4d2.2949254?hl=fr",
"42 Rue des Entrepreneurs, 75015 Paris, France","Restaurant hawaïen","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMwsQ_DuPhnGINYCq51O-D7PxOrwQUZ37Tbq0_i=w1920-h1080-k-no","false",,"48.846146","2.286517","42 Rue des Entrepreneurs","pokebar.fr","https://www.pokebar.fr/commander/#/where","ubereats.com","https://www.ubereats.com/fr/store/poke-bar-beaugrenelle/p86wt-7CSCGpgrDG2rtIKA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link","deliveroo.fr","https://deliveroo.fr/menu/paris/Zola/poke-bar-beaugrenelle?utm_medium=affiliate&utm_source=google_maps_link","false","+33 1 53 81 97 38","ChIJNW-ljfZx5kcRxduuHIXFy-A","R7WP+CH Paris, France","75015","129","6","4","1","1","0","0","2021-08-07T17:52:40.520Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+15,+Paris/@48.8458439,2.2628318,13z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 15, Paris",,"42 Rue des Entrepreneurs",,"false","Poké Bar Beaugrenelle","4.2","https://www.google.com/maps/place/Pok%C3%A9+Bar+Beaugrenelle/@48.8460894,2.2842779,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671f68da56f35:0xe0cbc5851caedbc5!8m2!3d48.846146!4d2.286517?hl=fr","pokebar.fr"
